2023/05/26 11:48; Ausente
2025/11/23 17:34; Ligado
2025-12-12 16:05:29;1
2025-12-12 16:05:30;0
2025-12-12 16:05:31;0
2025-12-12 16:05:32;0
2025-12-12 16:05:33;1
2025-12-12 16:05:34;1
2025-12-12 16:05:36;0
2025-12-12 16:05:37;0
2025-12-12 16:05:38;0
2025-12-12 16:05:39;1
2025-12-12 16:05:40;1
2025-12-12 16:05:41;1
2025-12-12 16:05:42;0
2025-12-12 16:05:44;0
2025-12-12 16:05:45;1
2025-12-12 16:05:46;1
2025-12-12 16:05:47;0
2025-12-12 16:05:48;0
2025-12-12 16:05:49;0
2025-12-12 16:05:51;0
2025-12-12 16:05:52;1
2025-12-12 16:05:53;1
2025-12-12 16:05:54;1
2025-12-12 16:05:55;0
2025-12-12 16:05:56;0
2025-12-12 16:05:58;0
2025-12-12 16:05:59;0
2025-12-12 16:06:00;0
2025-12-12 16:06:01;0
2025-12-12 16:06:02;0
2025-12-12 16:06:03;0
2025-12-12 16:06:04;0
2025-12-12 16:06:06;0
2025-12-12 16:06:44;0
2025-12-12 16:06:45;0
2025-12-12 16:06:46;1
2025-12-12 16:06:47;1
2025-12-12 16:06:49;1
2025-12-12 16:06:50;0
2025-12-12 16:06:51;0
2025-12-12 16:06:52;0
2025-12-12 16:06:53;0
2025-12-12 16:06:54;1
2025-12-12 16:06:55;1
2025-12-12 16:06:57;0
2025-12-12 16:06:58;0
2025-12-12 16:06:59;0
2025-12-12 16:07:00;0
2025-12-12 16:07:01;0
2025-12-12 16:07:02;0
2025-12-12 16:07:03;1
2025-12-12 16:07:05;1
2025-12-12 16:07:06;0
2025-12-12 16:07:07;0
2025-12-12 16:07:08;0
2025-12-12 16:07:09;0
2025-12-12 16:07:10;1
2025-12-12 16:07:12;1
2025-12-12 16:07:13;1
2025-12-12 16:07:14;0
2025-12-12 16:07:15;0
2025-12-12 16:07:16;0
2025-12-12 16:07:17;0
2025-12-12 16:07:18;1
2025-12-12 16:07:20;1
2025-12-12 16:07:21;0
2025-12-12 16:07:22;0
2025-12-12 16:07:23;0
2025-12-12 16:07:24;0
2025-12-12 16:07:25;0
2025-12-12 16:07:26;1
2025-12-12 16:07:28;1
2025-12-12 16:07:29;0
2025-12-12 16:07:30;0
2025-12-12 16:07:31;0
2025-12-12 16:07:32;1
2025-12-12 16:07:34;1
2025-12-12 16:07:35;0
2025-12-12 16:07:36;0
2025-12-12 16:07:37;0
2025-12-12 16:07:38;1
2025-12-12 16:07:39;1
2025-12-12 16:07:40;1
2025-12-12 16:07:42;0
2025-12-12 16:07:43;0
2025-12-12 16:07:44;1
2025-12-12 16:07:45;1
2025-12-12 16:07:46;1
2025-12-12 16:07:47;0
2025-12-12 16:07:49;0
2025-12-12 16:07:50;1
2025-12-12 16:10:50;1
2025-12-12 16:10:56;1
2025-12-12 16:11:01;1
2025-12-12 16:11:06;0
2025-12-12 16:11:11;0
2025-12-12 16:11:16;1
2025-12-12 16:11:22;1
2025-12-12 16:11:27;1
2025-12-12 16:11:33;1
2025-12-12 16:11:38;1
2025-12-12 16:11:43;0
2025-12-12 16:11:48;0
2025-12-12 16:11:54;0
2025-12-12 16:11:59;1
2025-12-12 16:12:04;0
2025-12-19 14:59:19;0
2025-12-19 14:59:24;0
2025-12-19 14:59:29;0
2025-12-19 14:59:34;0
2025-12-19 14:59:39;0
2025-12-19 14:59:45;0
2025-12-19 14:59:50;0
2025-12-19 14:59:55;1
2025-12-19 15:00:00;0
2025-12-19 15:00:05;0
2025-12-19 15:00:10;0
2025-12-19 15:00:16;1
2025-12-19 15:00:21;1
2025-12-19 16:00:51;0
2025-12-19 16:00:56;0
2025-12-19 16:01:01;0
2025-12-19 16:01:06;0
2025-12-19 16:01:11;0
2025-12-19 16:01:17;0
2025-12-19 16:01:22;0
2025-12-19 16:01:27;1
2025-12-19 16:01:32;1
2025-12-19 16:01:37;1
2025-12-19 16:08:57;Ausente
2025-12-19 16:09:02;Ausente
2025-12-19 16:09:08;Ligado
2025-12-19 16:09:13;Ligado
2025-12-19 16:09:18;Ligado
2025-12-19 16:09:23;Ligado
2025-12-19 16:09:28;Ausente
2025-12-19 16:09:33;Ausente
2025-12-19 16:09:39;Ausente
2025-12-19 16:09:44;Ausente
2025-12-19 16:09:49;Ausente
2025-12-19 16:09:54;Ausente
2025-12-19 16:09:59;Ausente
2025-12-19 16:10:04;Ausente
2025-12-19 16:10:10;Ausente
2025-12-19 16:10:15;Ausente
2025-12-19 16:10:20;Ausente
2025-12-19 16:10:25;Ligado
2025-12-19 16:10:30;Ligado
2025-12-19 16:10:35;Ligado
2025-12-19 16:10:41;Ausente
2025-12-19 16:10:46;Ausente
2025-12-19 16:10:51;Ausente
2025-12-19 16:10:56;Ausente
2025-12-19 16:11:01;Ausente
2025-12-19 16:11:07;Ausente
2025-12-19 16:11:12;Ausente
2025-12-19 16:11:17;Ausente
2025-12-19 16:11:22;Ausente
2025-12-19 16:11:27;Ausente
2025-12-19 16:11:32;Ausente
2025-12-19 16:11:38;Ausente
2025-12-19 16:11:43;Ausente
2025-12-19 16:11:48;Ausente
2025-12-19 16:11:53;Ausente
2025-12-19 16:11:58;Ausente
2025-12-19 16:12:03;Ausente
2025-12-19 16:12:09;Ausente
2025-12-19 16:12:14;Ausente
2025-12-19 16:12:19;Ausente
2025-12-19 16:12:24;Ausente
2025-12-19 16:12:29;Ausente
2025-12-19 16:12:34;Ausente
2025-12-19 16:12:39;Ausente
2025-12-19 16:12:45;Ausente
2025-12-19 16:12:50;Ausente
2025-12-19 16:12:55;Ausente
2025-12-19 16:13:00;Ausente
2025-12-19 16:13:05;Ausente
2025-12-19 16:13:11;Ausente
2025-12-19 16:22:31;Ausente
2025-12-19 16:22:36;Ausente
2025-12-19 16:22:41;Ausente
2025-12-19 16:22:46;Ausente
2025-12-19 16:22:51;Ausente
2025-12-19 16:23:02;Ausente
2025-12-19 16:23:07;Ausente
2025-12-19 16:23:12;Ausente
2025-12-19 16:23:17;Ausente
2025-12-19 16:23:22;Ausente
2025-12-19 16:23:28;Detectada
2025-12-19 16:23:33;Detectada
2025-12-19 16:53:32;Ausente
2025-12-19 16:53:37;Ausente
2025-12-19 16:53:42;Ausente
2025-12-19 16:53:47;Detectada
2025-12-19 16:53:53;Detectada
2025-12-19 16:53:58;Ausente
2025-12-19 16:54:03;Ausente
2025-12-19 16:54:08;Ausente
2025-12-19 16:54:13;Ausente
2025-12-19 16:54:18;Ausente
2025-12-19 16:54:23;Detectada
2025-12-19 16:54:29;Ausente
2025-12-19 16:54:34;Ausente
